"Owning Library","Create Date","Call Number","Title","Author","Barcode","Circ Modifier","Price","Legacy Stat Cat 1 Value"
"TRRLS-SAPLO","2020-06-23 14:44:43.033691-04","FIC HUR","Their eyes were watching God","Hurston, Zora Neale","31006003844545","book","21.99","PINES-FICTION"
"TRRLS-SAPLO","2020-06-25 11:14:58.641534-04","NON FIC 975.8 C","Things new & strange : a Southerner's journey through the Smithsonian collections","Clough, G. Wayne","31006003845351","book","34.95","PINES-NONFICTION"
"TRRLS-STMRY","2020-03-05 10:03:51-05","EASY RIC","Gaston goes to Mardi Gras","Rice, James 1934-","31006003808193","book","16.99","PINES-FICTION"
"TRRLS-STMRY","2020-03-09 10:34:21-04","VIDEO BLU ENT P","The Polar Express",,"31006003831286","dvd-2","15.99","PINES-GIFT"
"TRRLS-STMRY","2020-03-09 14:58:28-04","VIDEO DVD ENT C","Charlie's Angels",,"31006003820404","dvd-2","30.99","PINES-FICTION"
"TRRLS-STMRY","2020-03-09 15:01:24.927304-04","VIDEO BLU ENT B","Bombshell",,"31006003820412","dvd-2","39.99","PINES-FICTION"
"TRRLS-STMRY","2020-03-18 09:41:25.105913-04","VIDEO BLU ENT R","Richard Jewell",,"31006003821311","dvd-2","39.99","PINES-FICTION"
"TRRLS-STMRY","2020-03-18 09:44:31-04","VIDEO BLU ENT J","Jumanji : the next level",,"31006003821329","dvd-2","38.99","PINES-FICTION"
"TRRLS-STMRY","2020-03-19 16:14:05-04","JUV NF 823.914 H","Harry Potter : a journey through A history of magic",,"31006003832847","book","19.99","PINES-GIFT"
"TRRLS-STMRY","2020-03-19 16:17:10-04","EASY SIL","The giving tree","Silverstein, Shel.","31006003832839","book","17.99","PINES-GIFT"
"TRRLS-STMRY","2020-03-19 16:19:29-04","EASY ARN","Ride, Fly Guy, ride!","Arnold, Tedd","31006003832821","book","6.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-09 13:25:40-04","VIDEO BLU ENT W","Westworld. Season one The maze",,"31006003834025","dvd-2","35.00","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 11:31:03-04","AUDIO MUSIC CD OCE","Ocean.",,"31006003834876","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 11:41:36-04","AUDIO MUSIC CD MOR","Astral weeks","Morrison, Van 1945-","31006003834868","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 11:49:06-04","AUDIO MUSIC CD MYL","Alannah Myles","Myles, Alannah.","31006003834850","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 11:55:56-04","AUDIO MUSIC CD WHI","Whitesnake's greatest hits","Whitesnake (Musical group)","31006003834843","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 12:11:37-04","AUDIO MUSIC CD MET","-- And justice for all","Metallica (Musical group)","31006003834835","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 12:23:48-04","AUDIO MUSIC CD BLA","Back in black","AC/DC (Musical group)","31006003834827","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 12:28:36-04","AUDIO MUSIC CD RON","Greatest hits","Ronstadt, Linda.","31006003834819","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 12:35:35-04","AUDIO MUSIC CD BEL","The Bells of St. Genevieve and other Baroque delights",,"31006003834801","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:13:04-04","AUDIO MUSIC CD BEA","36 all-time greatest hits : 3 CD set","Beach Boys","31006003834561","dvd-2","12.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:20:38-04","AUDIO MUSIC CD JOP","Joplin in concert","Joplin, Janis.","31006003834553","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:23:22-04","AUDIO MUSIC CD FLE","Greatest hits","Fleetwood Mac (Musical group)","31006003834546","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:26:40-04","AUDIO MUSIC CD CHI","Heart of Chicago, 1967-1997.","Chicago (Musical group)","31006003834538","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:32:07-04","AUDIO MUSIC CD CLA","Just one night","Clapton, Eric.","31006003834520","music","12.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:37:32-04","AUDIO MUSIC CD CLA","August","Clapton, Eric","31006003834512","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:41:52-04","AUDIO MUSIC CD CLA","Timepieces the best of Eric Clapton","Clapton, Eric","31006003834504","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-21 15:47:07-04","AUDIO MUSIC CD GEN","The way we walk : volume one : the shorts","Genesis (Musical group)","31006003834496","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:20:32-04","AUDIO MUSIC CD CLA","Behind the sun","Clapton, Eric.","31006003835766","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:31:20-04","AUDIO MUSIC CD BES","The Best of the blues singers.",,"31006003835758","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:34:32-04","AUDIO MUSIC CD VAU","Texas flood","Vaughan, Stevie Ray.","31006003835741","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:36:36-04","AUDIO MUSIC CD STE","Vagabond heart","Stewart, Rod.","31006003835733","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:47:56-04","AUDIO MUSIC CD CLA","The road to Escondido","Clapton, Eric","31006003835725","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:51:01-04","AUDIO MUSIC CD MOR","His band and the street choir","Morrison, Van 1945-","31006003835717","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 10:57:04-04","AUDIO MUSIC CD REM","Automatic for the people","R.E.M. (Musical group)","31006003835709","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:02:43-04","AUDIO MUSIC CD CLA","There's one in every crowd.","Clapton, Eric.","31006003835691","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:13:25-04","AUDIO MUSIC CD STI","Fields of gold the best of Sting, 1984-1994","Sting (Musician)","31006003835683","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:19:10-04","AUDIO MUSIC CD VAU","In step","Vaughan, Stevie Ray.","31006003835675","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:23:17-04","AUDIO MUSIC CD STE","The great American songbook. Volume IV Thanks for the memory--","Stewart, Rod.","31006003835667","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:31:09-04","AUDIO MUSIC CD BES","The Best of the blues singers. Volume II",,"31006003835659","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:33:31-04","AUDIO MUSIC CD STE","Unplugged-- and seated","Stewart, Rod","31006003835642","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 11:59:41-04","JUV VID DVD ENT T","Thomas and the magic railroad",,"31006003835568","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 12:08:54-04","JUV VID DVD ENT O","1, 2, 3 count with me",,"31006003835550","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:13:00-04","AUDIO MUSIC CD STE","As time goes by the great American songbook II","Stewart, Rod","31006003835444","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:18:29-04","AUDIO MUSIC CD BEA","Magical mystery tour","Beatles","31006003835436","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:19:56-04","AUDIO MUSIC CD SAN","Supernatural","Santana (Musical group)","31006003835428","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:21:28-04","AUDIO MUSIC CD COM","The Commitments : original motion picture soundtrack","Commitments (Musical group)","31006003835410","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:24:50-04","AUDIO MUSIC CD BAL","Evergreen : mandolin music for Christmas","Baldassari, Butch 1952-2009","31006003835402","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:26:24-04","AUDIO MUSIC CD ENY","A day without rain","Enya","31006003835394","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:33:30-04","AUDIO CD MUSIC PAC","The Pachelbel canon : the Canadian Brass plays great Baroque music","Canadian Brass","31006003835386","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:34:35-04","AUDIO MUSIC CD CLA","Unplugged","Clapton, Eric.","31006003835378","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:35:35-04","AUDIO MUSIC CD BEA","Abbey Road","Beatles","31006003835360","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:37:07-04","AUDIO MUSIC CD CHU","Voice of an angel.","Church, Charlotte 1986-","31006003835352","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:39:13-04","AUDIO MUSIC CD ECH","Echoes of nature frog chorus",,"31006003835345","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:41:11-04","AUDIO MUSIC CD ROB","The odyssey of Paul Robeson.","Robeson, Paul 1898-1976","31006003835337","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:42:54-04","AUDIO MUSIC CD PAR","Sha-kon-o-hey! : land of blue smoke","Parton, Dolly.","31006003835329","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:48:13-04","AUDIO MUSIC CD BAR","Baroque.",,"31006003835311","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:51:32-04","AUDIO MUSIC CD ENC","Enchanting Everglades.",,"31006003835303","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:54:39-04","AUDIO MUSIC CD MOZ","Concerto for piano and orchestra no. 6 in B major KV 238 [No. 12 in A major KV 414]","Mozart, Wolfgang Amadeus 1756-1791","31006003835295","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 14:59:35-04","AUDIO MUSIC CD DAY","Day's end = (al fin del dÌa) : the soft sounds of Spanish guitar",,"31006003835287","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 15:02:16-04","AUDIO MUSIC CD BUF","Buffy, the vampire slayer. Once more, with feeling",,"31006003835279","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-04-24 15:04:03-04","AUDIO MUSIC CD AME","History America's greatest hits","America (Musical group)","31006003835261","music","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 10:54:06-04","VIDEO DVD ENT L","Lassie. Lassie's birthday surprise",,"31006003836178","dvd-2","33.70","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 10:55:26-04","VIDEO DVD ENT S","Sleepers",,"31006003836160","dvd-2","14.97","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 10:56:51-04","VIDEO DVD ENT L","Lawless range",,"31006003836152","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:00:39.537764-04","VIDEO DVD ENT I","In the heat of the night",,"31006003836145","dvd-2","5.00","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:02:04.360903-04","VIDEO DVD ENT M","Miracles from Heaven",,"31006003836137","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:03:15.13588-04","VIDEO DVD ENT I","I dreamed of Africa",,"31006003836129","dvd-2","13.58","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:04:17.904414-04","VIDEO DVD ENT B","Bone Tomahawk",,"31006003836111","dvd-2","14.71","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:05:48.503386-04","VIDEO DVD ENT P","The Philadelphia experiment",,"31006003836103","dvd-2","8.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 11:40:20.764325-04","FIC EAS","Collateral damage","Eason, Lynette","31006003795150","book","29.99","PINES-FICTION"
"TRRLS-STMRY","2020-05-06 14:54:13-04","VIDEO DVD ENT L","Lord of war",,"31006003835824","dvd-2","15.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 14:57:44-04","VIDEO DVD ENT J","The January man",,"31006003835816","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-06 15:02:15-04","VIDEO DVD ENT U","U-571",,"31006003835808","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:03:49-04","VIDEO DVD ENT N","Nobel son",,"31006003838265","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:05:41-04","VIDEO DVD ENT N","Norbit",,"31006003838257","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:07:47-04","VIDEO DVD ENT F","Flashback comedies movie marathon collection",,"31006003838240","dvd-2","15.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:09:44-04","VIDEO DVD ENT U","Underdog",,"31006003838232","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:11:52-04","JUV VID DVD ENT M","Monsters, Inc.",,"31006003838224","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:13:31-04","VIDEO DVD ENT M","Madagascar : escape 2 Africa",,"31006003838216","dvd-2","15.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:15:39-04","VIDEO DVD ENT W","Wagons East",,"31006003838208","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:17:13-04","VIDEO DVD ENT S","Suspect zero",,"31006003838190","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:18:59-04","VIDEO DVD ENT H","Hollywoodland",,"31006003838182","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:20:23-04","VIDEO DVD ENT P","Pride & prejudice",,"31006003838174","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:28:37-04","VIDEO BLU ENT W","The wolf of Wall Street",,"31006003838158","dvd-2","18.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:31:07-04","VIDEO BLU ENT M","Madagascar 3 Europe's most wanted",,"31006003838141","dvd-2","18.95","PINES-GIFT"
"TRRLS-STMRY","2020-05-14 12:32:31-04","VIDEO BLU ENT F","The five-year engagement [Blu-ray]",,"31006003838133","dvd-2","18.00","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 14:56:25-04","VIDEO DVD 636.8 C","Cat sitter video",,"31006003839610","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 14:59:17-04","VIDEO DVD ENT S","State of play",,"31006003842804","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:02:17-04","VIDEO DVD ENT S","Sky Captain and the world of tomorrow",,"31006003842796","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:08:35-04","VIDEO DVD ENT D","Despicable me",,"31006003842788","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:14:22-04","VIDEO DVD ENT M","Miss Potter",,"31006003842770","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:16:55-04","VIDEO DVD ENT L","Let it shine",,"31006003842762","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:18:37-04","VIDEO DVD ENT B","Baby mama",,"31006003842754","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:20:22-04","VIDEO DVD ENT F","The fault in our stars",,"31006003842747","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:22:31-04","VIDEO DVD ENT M","The man who cried",,"31006003842739","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:30:40-04","VIDEO DVD ENT A","August Rush",,"31006003842721","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:34:28-04","VIDEO DVD ENT C","Constantine",,"31006003842713","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 15:59:03-04","VIDEO DVD ENT B","Baby's day out",,"31006003842705","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 16:06:30-04","VIDEO DVD ENT A","Apocalypse now, the complete dossier",,"31006003842697","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 16:10:06-04","VIDEO DVD ENT G","Get Shorty",,"31006003842689","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 16:17:17-04","VIDEO DVD ENT I","Inglourious basterds",,"31006003842671","dvd-2","12.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 16:23:05-04","VIDEO DVD ENT G","Gladiator",,"31006003842663","dvd-2","18.00","PINES-GIFT"
"TRRLS-STMRY","2020-06-01 16:32:42-04","VIDEO DVD ENT M","Moondance Alexander",,"31006003842655","dvd-2","12.95","PINES-GIFT"
"TRRLS-STMRY","2020-06-02 13:01:20-04","JUV VID DVD ENT E","Elmo and friends tales of adventure",,"31006003842424","dvd-2","9.99","PINES-GIFT"
"TRRLS-STMRY","2020-06-16 16:28:31.275064-04","FIC MON","On Ocean Boulevard","Monroe, Mary Alice","31006003841061","book","26.99","PINES-FICTION"
"TRRLS-STMRY","2020-06-16 16:40:01.315977-04","FIC HUN","Carolina breeze","Hunter, Denise 1968-","31006003840980","book","15.99","PINES-FICTION"
"TRRLS-STMRY","2020-06-16 16:50:32.773687-04","FIC FOL","The guest list : a novel","Foley, Lucy (Novelist)","31006003840907","book","27.99","PINES-FICTION"
"TRRLS-STMRY","2020-06-16 17:00:10.215432-04","NON FIC 306.362 M","Sweet taste of liberty : a true story of slavery and restitution in America","McDaniel, W. Caleb (William Caleb) 1979-","31006003842119","book","27.95","PINES-NONFICTION"
"TRRLS-STMRY","2020-06-17 10:05:09.186398-04","FIC GRE","The clergyman's wife : a Pride & prejudice novel","Greeley, Molly","31006003842044","book","15.99","PINES-FICTION"
"TRRLS-STMRY","2020-06-17 12:26:58.681848-04","FIC KOO","Devoted","Koontz, Dean R. (Dean Ray) 1945-","31006003841814","book","28.99","PINES-FICTION"
"TRRLS-STMRY","2020-06-17 14:07:35.259507-04","FIC CAR","The chill : a novel","Carson, Scott 1982-","31006003841780","book","27.00","PINES-FICTION"
"TRRLS-STMRY","2020-06-23 09:40:00.011981-04","NON FIC 814.54 L","Sister outsider : essays and speeches","Lorde, Audre","31006003843802","book","16.99","PINES-NONFICTION"
"TRRLS-STMRY","2020-06-23 09:45:12.280088-04","FIC TUR","The last trial","Turow, Scott","31006003843711","book","29.00","PINES-FICTION"
"TRRLS-STMRY","2020-06-23 10:20:44.849848-04","FIC OFF","Weather : a novel","Offill, Jenny 1968-","31006003843653","book","23.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-02 10:57:16-05","AUDIO CD FIC HUR","Into the fire","Hurwitz, Gregg Andrew","31006003140704","audiobook","37.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-02 11:00:27-05","AUDIO CD FIC GAR","When you see me : a novel","Gardner, Lisa","31006003140712","audiobook","36.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-02 11:03:15-05","AUDIO CD FIC RIC","Last day","Rice, Luanne","31006003140720","audiobook","34.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-02 11:05:10-05","AUDIO CD FIC GOO","Heart of black ice","Goodkind, Terry","31006003140738","audiobook","39.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.1","Olympians","O'Connor, George.","31006003815727","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.10","Olympians","O'Connor, George.","31006003815800","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.2","Olympians","O'Connor, George.","31006003815735","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.3","Olympians","O'Connor, George.","31006003815750","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.4","Olympians","O'Connor, George.","31006003815743","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.5","Olympians","O'Connor, George.","31006003815776","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.6","Olympians","O'Connor, George.","31006003815768","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.7","Olympians","O'Connor, George.","31006003815792","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.8","Olympians","O'Connor, George.","31006003815784","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:22:54-05","YA FIC OCO VOL.9","Olympians","O'Connor, George.","31006003815818","book","18.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:29:52-05","LP FIC KEL","The museum of desire","Kellerman, Jonathan","31006003815719","book","31.00","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:38:42-05","LP BIO KEATON","Brother & sister : a memoir","Keaton, Diane","31006003815701","book","28.00","PINES-BIOGRAPHY"
"TRRLS-WAYNE","2020-03-06 15:47:39-05","LP FIC HUN","The renegades","Hunt, Greg 1947-","31006003815693","book","27.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:50:35-05","LP FIC TOD","A divided loyalty : an Inspector Ian Rutledge mystery","Todd, Charles","31006003815685","book","30.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:53:03-05","LP FIC WAR","Born to the badge","Warren, Mark 1947-","31006003815677","book","28.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:55:46-05","LP FIC GAL","Snakeoil : it all comes around","Galloway, Marcus","31006003815669","book","28.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-06 15:58:37-05","LP 362.299 W","Fentanyl, Inc. : how rogue chemists are creating the deadlist wave of the opioid epidemic","Westhoff, Ben","31006003815651","book","32.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-03-06 16:27:27-05","LP 973.072 R","The American story : conversations with master historians","Rubenstein, David M.","31006003815644","book","31.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-03-06 16:39:20-05","LP 791.4334 H","The queens of animation : the untold story of the women who transformed the world of Disney and made cinematic history","Holt, Nathalia 1980-","31006003815636","book","34.99","PINES-NONFICTION"
"TRRLS-WAYNE","2020-03-06 16:41:53-05","LP FIC DON","Where the light enters","Donati, Sara 1956-","31006003815628","book","32.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-09 09:49:25-04","FIC COA","The water dancer : a novel","Coates, Ta-Nehisi","31006003815610","book","28.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-09 09:55:14-04","YA FIC JAC","Let me hear a rhyme","Jackson, Tiffany D.","31006003815594","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-09 09:58:52-04","FIC LAY","A slowly developing story","Layle, Shaen","31006003815586","book","19.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-09 10:00:57-04","FIC PHI","Grave inheritance","Phillips, Rachael O.","31006003815578","book","19.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:15:11-04","VIDEO DVD ENT M SEA.2-1","MacGyver. The complete second season",,"31006003821139","dvd-2","7.33","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:15:11-04","VIDEO DVD ENT M SEA.2-2","MacGyver. The complete second season",,"31006003821121","dvd-2","7.33","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:15:11-04","VIDEO DVD ENT M SEA.2-3","MacGyver. The complete second season",,"31006003821113","dvd-2","7.33","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:20:47-04","VIDEO DVD ENT S","Sweeney Todd : the demon barber of Fleet Street",,"31006003821147","dvd-2","9.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 11:23:27-04","VIDEO DVD ENT P","The postman",,"31006003821154","dvd-2","9.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 11:27:32-04","VIDEO DVD ENT I","In the heart of the sea",,"31006003821162","dvd-2","9.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 11:32:29-04","VIDEO DVD ENT M SEA.7-1","MacGyver. The complete final season",,"31006003821170","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:32:29-04","VIDEO DVD ENT M SEA.7-2","MacGyver. The complete final season",,"31006003821188","dvd-2","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 11:35:23-04","VIDEO DVD ENT N","No time for sergeants",,"31006003821196","dvd-2","9.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-1","MacGyver. The complete first season",,"31006003821253","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-2","MacGyver. The complete first season",,"31006003821246","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-3","MacGyver. The complete first season",,"31006003821238","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-4","MacGyver. The complete first season",,"31006003821220","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-5","MacGyver. The complete first season",,"31006003821212","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:29:55-04","VIDEO DVD ENT M SEA.1-6","MacGyver. The complete first season",,"31006003821204","dvd-2","5.00","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:34:03-04","YA FIC WRI","A midsummer night #nofilter","Wright, Brett","31006003821261","book","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:40:19-04","YA FIC CAR","Macbeth #killingit","Carbone, Courtney","31006003821279","book","9.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:42:45-04","YA FIC LAU","Freya","Laurence, Matthew 1982-","31006003821287","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 15:48:15-04","YA FIC AHD","Flame in the mist","Ahdieh, RenÈe","31006003821931","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 16:39:12-04","YA FIC MCG","Given to the sea","McGinnis, Mindy","31006003821949","book","17.99","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 16:41:09-04","YA FIC CAR","Roar","Carmack, Cora","31006003821956","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 16:44:30-04","YA FIC ELL","Da Vinci's tiger","Elliott, Laura 1957-","31006003821964","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 16:48:19-04","YA FIC MOY","Flashfall","Moyer, Jenny","31006003821972","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 16:52:20-04","YA FIC HOL","Everless","Holland, Sara","31006003821980","book","17.99","PINES-GIFT"
"TRRLS-WAYNE","2020-03-12 16:54:51-04","FIC MIC","Kentucky rich","Michaels, Fern","31006003821998","book","24.95","PINES-FICTION"
"TRRLS-WAYNE","2020-03-12 16:58:46-04","EASY DEL","Last stop on Market Street","De la PeÒa, Matt","31006003822004","book","17.99","PINES-GIFT"
